City,State,Country,lat,lng
Lemery,Iloilo,Philippines,11.2333,122.9333
Nueva Imperial,Araucanía,Chile,-38.7433,-72.95
Tekkali,Andhra Pradesh,India,18.6057,84.2355
President Roxas,Capiz,Philippines,11.4297,122.9247
Chmistâr,Baalbek-Hermel,Lebanon,33.9667,36.0167
Tecozautla,Hidalgo,Mexico,20.5333,-99.6333
Exu,Pernambuco,Brazil,-7.5133,-39.7239
Ennery,Artibonite,Haiti,19.4833,-72.4833
North Huntingdon,Pennsylvania,United States,40.3294,-79.7336
Castelvetrano,Sicilia,Italy,37.6833,12.7931
Cueto,Holguín,Cuba,20.6481,-75.9317
Tanmen,Hainan,China,19.2429,110.612
Morro Agudo,São Paulo,Brazil,-20.7314,-48.0578
Deori Kh?s,Madhya Pradesh,India,23.3902,79.0163
Mussoorie,Uttar?khand,India,30.45,78.08
Chorbog,Nohiyahoi Tobei Jumhurí,Tajikistan,38.6667,68.7667
Ayabe,Ky?to,Japan,35.3,135.2667
Ouro Fino,Minas Gerais,Brazil,-22.2828,-46.3689
Titl?garh,Odisha,India,20.3,83.15
Mahemd?v?d,Gujar?t,India,22.83,72.77
Kreuztal,North Rhine-Westphalia,Germany,50.9667,7.9667
Frederico Westphalen,Rio Grande do Sul,Brazil,-27.3589,-53.3939
Inkhil,Dar‘?,Syria,33,36.1167
B?bura,Bih?r,India,25.6838,84.7825
Waterloo,Wallonia,Belgium,50.7167,4.3833
San Andrés Xecul,Totonicapán,Guatemala,14.9,-91.4833
Mae Sot,Tak,Thailand,16.7131,98.5747
Carballo,Galicia,Spain,43.2167,-8.6833
Yawatahama-shi,Ehime,Japan,33.4667,132.4167
Mundelein,Illinois,United States,42.2693,-88.0102
Tredyffrin,Pennsylvania,United States,40.0663,-75.454
Nardò,Puglia,Italy,40.1797,18.0333
Kosonsoy,Namangan,Uzbekistan,41.25,71.55
Naugatuck,Connecticut,United States,41.489,-73.0518
Pasadena,Maryland,United States,39.1552,-76.5537
Whitstable,Kent,United Kingdom,51.361,1.026
South Kingstown,Rhode Island,United States,41.4458,-71.544
Ózd,Borsod-Abaúj-Zemplén,Hungary,48.2192,20.2869
Cicero,New York,United States,43.1662,-76.0662
Husain?b?d,Jh?rkhand,India,24.5285,84
Santa Cruz,Aragua,Venezuela,10.1819,-67.5025
Los Altos,California,United States,37.3684,-122.0965
Zima,Irkutskaya Oblast’,Russia,53.9167,102.05
Dimataling,Zamboanga del Sur,Philippines,7.5297,123.3661
Sosnogorsk,Komi,Russia,63.6,53.9
Wanghong Yidui,Ningxia,China,38.1993,106.2284
Huangxicun,Guangdong,China,24.4684,115.7751
Qo‘rg‘ontepa,Andijon,Uzbekistan,40.7336,72.7583
Changuinola,Bocas del Toro,Panama,9.43,-82.52
Dasol,Pangasinan,Philippines,15.9896,119.8805
Ibaraki,Ibaraki,Japan,36.2869,140.4245
?owicz,?ódzkie,Poland,52.1,19.9333
Puerto Wilches,Santander,Colombia,7.35,-73.9
Verbania,Piedmont,Italy,45.9228,8.5519
Okagaki,Fukuoka,Japan,33.8536,130.6111
Carlsbad,New Mexico,United States,32.401,-104.2388
Masqa?,Masqa?,Oman,23.5889,58.4083
Chinn?lapatti,Tamil N?du,India,10.2875,77.912
Bünyan,Kayseri,Turkey,38.8486,35.8592
Aiken,South Carolina,United States,33.5303,-81.7271
Marks,Saratovskaya Oblast’,Russia,51.7167,46.75
Rheinberg,North Rhine-Westphalia,Germany,51.5467,6.6006
Kostopil,Rivnenska Oblast,Ukraine,50.8833,26.4431
Duluth,Georgia,United States,34.0053,-84.1492
Laramie,Wyoming,United States,41.3099,-105.6085
Bagac,Bataan,Philippines,14.5951,120.3918
Westville,KwaZulu-Natal,South Africa,-29.831,30.925
Jam,B?shehr,Iran,27.8236,52.3303
Santa Fé do Sul,São Paulo,Brazil,-20.2108,-50.9258
Tongeren,Flanders,Belgium,50.7794,5.4631
Neira,Caldas,Colombia,5.1664,-75.5189
Halden,Viken,Norway,59.1264,11.4828
Cibolo,Texas,United States,29.5634,-98.2115
Savé,Collines,Benin,8.0333,2.4833
Q?r?,Al Jawf,Saudi Arabia,29.8833,40.2167
Hitoyoshi,Kumamoto,Japan,32.2167,130.75
Riga,Bih?r,India,26.6553,85.442
Mograne,Rabat-Salé-Kénitra,Morocco,34.4167,-6.4333
Netivot,Southern,Israel,31.4167,34.5833
Tiquipaya,Cochabamba,Bolivia,-17.3333,-66.2167
Stratford,Ontario,Canada,43.3708,-80.9819
Yingyangcun,Guangxi,China,22.0974,106.7567
Kaminokawa,Tochigi,Japan,36.4393,139.9099
Monjas,Jalapa,Guatemala,14.501,-89.8723
Çay,Afyonkarahisar,Turkey,38.5926,31.0274
Araçoiaba da Serra,São Paulo,Brazil,-23.5053,-47.6142
Barrinha,São Paulo,Brazil,-21.1936,-48.1639
Periyan?yakkanp?laiyam,Tamil N?du,India,11.1544,76.9499
Trebinje,"Srpska, Republika",Bosnia and Herzegovina,42.7089,18.3217
F?g?ra?,Bra?ov,Romania,45.8447,24.9742
Posse,Goiás,Brazil,-14.0928,-46.3689
Pulupandan,Negros Occidental,Philippines,10.5167,122.8
La Verne,California,United States,34.1207,-117.7703
Chantal,Sud,Haiti,18.2,-73.8833
Wenxian Chengguanzhen,Gansu,China,32.9421,104.687
M?rgr?m,West Bengal,India,24.1516,87.8442
Devanhalli,Karn?taka,India,13.23,77.7
Lloydminster,Saskatchewan,Canada,53.2783,-110.005
Laguna Hills,California,United States,33.5918,-117.6991
Río Bravo,Suchitepéquez,Guatemala,14.4011,-91.3195
Guamo,Tolima,Colombia,4.0833,-74.9167
Shepparton,Victoria,Australia,-36.3833,145.4
Bolobo,Mai-Ndombe,Congo (Kinshasa),-2.1667,16.2333
Atwater,California,United States,37.3529,-120.5959
Buey Arriba,Granma,Cuba,20.1736,-76.7494
Newark,Delaware,United States,39.6776,-75.7576
Al ?usayn?yah,Ash Sharq?yah,Egypt,30.8617,31.9181
Radcliffe,Bury,United Kingdom,53.5615,-2.3268
Mamaroneck,New York,United States,40.9443,-73.7488
Pointe-Claire,Quebec,Canada,45.45,-73.8167
Podili,Andhra Pradesh,India,15.604,79.608
Kudymkar,Permskiy Kray,Russia,59.0167,54.6667
Yah?ihan,K?r?kkale,Turkey,39.8503,33.4536
Burgdorf,Lower Saxony,Germany,52.45,10.0083
Vinkovci,Vukovarsko-Srijemska Županija,Croatia,45.2911,18.8011
Eyv?n,?l?m,Iran,33.8272,46.3097
Shr?gonda,Mah?r?shtra,India,18.616,74.698
Buenavista,Quezon,Philippines,13.7394,122.4675
Ngudu,Mwanza,Tanzania,-2.9667,33.3333
Cândido Mota,São Paulo,Brazil,-22.7464,-50.3869
Cuauhtémoc,Colima,Mexico,19.3281,-103.6028
Araguatins,Tocantins,Brazil,-5.6508,-48.1239
Ostuni,Puglia,Italy,40.7333,17.5833
Caracal,Olt,Romania,44.1125,24.3472
Kandalaksha,Murmanskaya Oblast’,Russia,67.1569,32.4117
Manduria,Puglia,Italy,40.4,17.6333
Yaita,Tochigi,Japan,36.8067,139.9241
Parambu,Ceará,Brazil,-6.2108,-40.6939
Duanshan,Guizhou,China,25.7943,106.6983
Vienne,Auvergne-Rhône-Alpes,France,45.5242,4.8781
Iporá,Goiás,Brazil,-16.4419,-51.1178
Siraway,Zamboanga del Norte,Philippines,7.5853,122.1406
Yby Yaú,Concepción,Paraguay,-22.9631,-56.5358
M?nsa,Gujar?t,India,23.43,72.67
Bittou,Centre-Est,Burkina Faso,11.2575,-0.3039
Palaiya ?yakkudi,Tamil N?du,India,10.456,77.5595
Rosignano Marittimo,Tuscany,Italy,43.4,10.4667
Guanhães,Minas Gerais,Brazil,-18.775,-42.9328
Karera,Madhya Pradesh,India,25.4581,78.1358
Maryville,Tennessee,United States,35.7468,-83.9789
Culleredo,Galicia,Spain,43.2883,-8.3894
Gata,Lanao del Sur,Philippines,7.85,124.35
Pindaré-Mirim,Maranhão,Brazil,-3.6078,-45.3428
Taozhuangcun,Zhejiang,China,30.9694,120.8095
Vitória do Mearim,Maranhão,Brazil,-3.4619,-44.8708
Perico,Matanzas,Cuba,22.7753,-81.0153
Norwood,Massachusetts,United States,42.1861,-71.1948
Coria del Río,Andalusia,Spain,37.2833,-6.05
San Antonio Ilotenango,Quiché,Guatemala,15.0544,-91.2286
Main?guri,West Bengal,India,26.564,88.82
Burgess Hill,West Sussex,United Kingdom,50.9535,-0.1262
Bielsk Podlaski,Podlaskie,Poland,52.7667,23.2
Shawnee,Oklahoma,United States,35.3531,-96.9647
Cambita Garabitos,Valdesia,Dominican Republic,18.45,-70.2
Brasília de Minas,Minas Gerais,Brazil,-16.2078,-44.4289
Paracelis,Mountain,Philippines,17.1811,121.4036
Kh?nah S?r,N?nawá,Iraq,36.4731,41.6161
San Juan Ixcoy,Huehuetenango,Guatemala,15.6,-91.45
Lobos,Buenos Aires,Argentina,-35.1833,-59.0833
Yingshouyingzi,Hebei,China,40.5451,117.656
Lake Magdalene,Florida,United States,28.0875,-82.4791
Ambatomiady,Antananarivo,Madagascar,-19.6833,47.4167
Marigliano,Campania,Italy,40.9333,14.45
Maubeuge,Hauts-de-France,France,50.2775,3.9734
Alamogordo,New Mexico,United States,32.8837,-105.9625
Malakanagiri,Odisha,India,18.35,81.9
Sakaraha,Toliara,Madagascar,-22.9167,44.5497
Danghara,Khatlon,Tajikistan,38.0983,69.3467
Eshteh?rd,Alborz,Iran,35.7239,50.3697
Lagos,Faro,Portugal,37.1028,-8.6728
Saratoga,California,United States,37.2684,-122.0263
San Narciso,Zambales,Philippines,15.0167,120.0833
Lushnjë,Fier,Albania,40.9333,19.7
Bogoroditsk,Tul’skaya Oblast’,Russia,53.7667,38.1333
Varto,Mu?,Turkey,39.1731,41.4558
Flores da Cunha,Rio Grande do Sul,Brazil,-29.0289,-51.1819
Werl,North Rhine-Westphalia,Germany,51.55,7.92
Orillia,Ontario,Canada,44.6,-79.4167
Minaçu,Goiás,Brazil,-13.5328,-48.22
?uków,Lubelskie,Poland,51.9272,22.3833
Chitral,Khyber Pakhtunkhwa,Pakistan,35.8511,71.7889
Sibanicú,Camagüey,Cuba,21.2389,-77.5211
Sabana Grande de Boyá,Higuamo,Dominican Republic,18.95,-69.8
Tewksbury,Massachusetts,United States,42.612,-71.2278
Tokmak,Zaporizka Oblast,Ukraine,47.2514,35.7058
North Royalton,Ohio,United States,41.3138,-81.745
Puthupalli,Kerala,India,9.5594,76.5722
Sovetskiy,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Russia,61.3614,63.5842
Kalgoorlie,Western Australia,Australia,-30.7489,121.4658
Ski,Viken,Norway,59.7419,10.8939
Espinosa,Minas Gerais,Brazil,-14.9081,-42.8103
Touros,Rio Grande do Norte,Brazil,-5.1989,-35.4608
Hadagalli,Karn?taka,India,15.02,75.95
Nantan,Ky?to,Japan,35.1,135.4667
Lakeside,Florida,United States,30.1356,-81.7674
Benguema,Western Area,Sierra Leone,8.3333,-13.0667
Lavras da Mangabeira,Ceará,Brazil,-6.7528,-38.9719
K?tt?nall?r,Tamil N?du,India,10.7069,79.5235
Tairan Camp,Basilan,Philippines,6.65,121.8667
Sakhipur,Dhaka,Bangladesh,24.3167,90.175
Portão,Rio Grande do Sul,Brazil,-29.7019,-51.2419
Bembèrèkè,Borgou,Benin,10.225,2.6681
Vohitrandriana,Fianarantsoa,Madagascar,-20.75,48.2667
Neuruppin,Brandenburg,Germany,52.9331,12.8
Livingston,New Jersey,United States,40.7855,-74.3291
Egra,West Bengal,India,21.9,87.53
Itabela,Bahia,Brazil,-16.575,-39.5528
Illescas,Castille-La Mancha,Spain,40.1167,-3.8333
Muritiba,Bahia,Brazil,-12.6258,-38.99
Oak Ridge,Tennessee,United States,35.9639,-84.2938
T?ramangalam,Tamil N?du,India,11.7,77.98
Best,Noord-Brabant,Netherlands,51.5167,5.4
M?n?vadar,Gujar?t,India,21.5,70.13
Tijucas,Santa Catarina,Brazil,-27.2408,-48.6339
Schönebeck,Saxony-Anhalt,Germany,52.0167,11.75
Guanta,Anzoátegui,Venezuela,10.2383,-64.5917
Nicholasville,Kentucky,United States,37.8906,-84.5668
Marar,Bih?r,India,25.5392,86.5074
?mircan,Bak?,Azerbaijan,40.4264,49.9836
Leusden,Utrecht,Netherlands,52.1333,5.4333
Chagne,?mara,Ethiopia,10.95,36.5
New Bern,North Carolina,United States,35.0955,-77.0723
San Miguel,Iloilo,Philippines,10.7833,122.4667
LaGrange,Georgia,United States,33.0274,-85.0384
Itapemirim,Espírito Santo,Brazil,-21.0108,-40.8339
Bochnia,Ma?opolskie,Poland,49.9833,20.4333
Andranovory,Toliara,Madagascar,-23.1333,44.1333
Canguaretama,Rio Grande do Norte,Brazil,-6.38,-35.1289
Matões,Maranhão,Brazil,-5.5189,-43.1989
Ambanja,Antsiranana,Madagascar,-13.6786,48.4522
Omaezaki,Shizuoka,Japan,34.6379,138.1281
Chengam,Tamil N?du,India,12.3112,78.7925
S?cele,Bra?ov,Romania,45.62,25.7097
Parsuram,Chattogram,Bangladesh,23.2135,91.4447
Kamisato,Saitama,Japan,36.2516,139.1447
Arcos de la Frontera,Andalusia,Spain,36.75,-5.8
Inami,Hy?go,Japan,34.7488,134.9135
Dyurtyuli,Bashkortostan,Russia,55.4833,54.8667
Nova Russas,Ceará,Brazil,-4.7,-40.5667
Xingang,Chiayi,Taiwan,23.56,120.35
Mocímboa da Praia,Cabo Delgado,Mozambique,-11.35,40.3333
Nazaré da Mata,Pernambuco,Brazil,-7.7419,-35.2278
Balatan,Camarines Sur,Philippines,13.3167,123.2333
Ballwin,Missouri,United States,38.595,-90.55
Santa Vitória do Palmar,Rio Grande do Sul,Brazil,-33.5189,-53.3678
La Paz,Agusan del Sur,Philippines,8.2801,125.8092
Dolo Odo,Sumal?,Ethiopia,4.1667,42.0667
Cleburne,Texas,United States,32.3568,-97.4151
Nartkala,Kabardino-Balkariya,Russia,43.55,43.85
Warrnambool,Victoria,Australia,-38.3833,142.4833
João Alfredo,Pernambuco,Brazil,-7.8558,-35.5878
San Isidro,Leyte,Philippines,11.4167,124.35
Niles,Illinois,United States,42.0278,-87.8099
Bel Air North,Maryland,United States,39.5543,-76.3732
Rostov,Yaroslavskaya Oblast’,Russia,57.1833,39.4167
Einbeck,Lower Saxony,Germany,51.8167,9.8667
Salou,Catalonia,Spain,41.0796,1.1316
Westfield,New Jersey,United States,40.6516,-74.3432
Tanguá,Rio de Janeiro,Brazil,-22.73,-42.7139
Taiobeiras,Minas Gerais,Brazil,-15.8078,-42.2328
Mossendjo,Niari,Congo (Brazzaville),-2.95,12.7333
Orcutt,California,United States,34.8691,-120.4222
?ywiec,?l?skie,Poland,49.6892,19.2058
Kanzakimachi-kanzaki,Saga,Japan,33.3167,130.3667
Cornelius,North Carolina,United States,35.4724,-80.8813
Tunduru,Ruvuma,Tanzania,-11.0667,37.35
Ganassi,Lanao del Sur,Philippines,7.8269,124.1034
Fabriano,Marche,Italy,43.3333,12.9167
Lohmar,North Rhine-Westphalia,Germany,50.8167,7.2167
Pichanal,Salta,Argentina,-23.3167,-64.2167
Bela Cruz,Ceará,Brazil,-3.0508,-40.1678
Bann?r,Karn?taka,India,12.3329,76.862
Alma,Quebec,Canada,48.55,-71.65
Aglipay,Quirino,Philippines,16.4889,121.5874
Gamu,Isabela,Philippines,17.05,121.8333
Cabrobó,Pernambuco,Brazil,-8.5119,-39.3069
Devarshola,Tamil N?du,India,11.5437,76.4404
Tsuruno,Aomori,Japan,40.8087,140.3801
Colinas do Tocantins,Tocantins,Brazil,-8.0589,-48.475
R?ghopur,Bih?r,India,26.1785,86.0892
Man?war,Madhya Pradesh,India,22.23,75.08
Uran,Mah?r?shtra,India,18.89,72.95
Leh,Lad?kh,India,34.1642,77.5847
SeaTac,Washington,United States,47.4444,-122.2986
Beverley,East Riding of Yorkshire,United Kingdom,53.845,-0.427
Vicência,Pernambuco,Brazil,-7.6569,-35.3269
Voorhees,New Jersey,United States,39.845,-74.9549
San Gregorio de Nigua,,Dominican Republic,18.3833,-70.0833
Garner,North Carolina,United States,35.6936,-78.6181
Tepetlaoxtoc,México,Mexico,19.5731,-98.8203
Písek,Jiho?eský Kraj,Czechia,49.3089,14.1475
Unterschleißheim,Bavaria,Germany,48.2833,11.5667
Sarayköy,Denizli,Turkey,37.9265,28.9267
Ennepetal,North Rhine-Westphalia,Germany,51.2833,7.3333
Río Blanco,Matagalpa,Nicaragua,12.9325,-85.2244
Capela,Sergipe,Brazil,-10.5028,-37.0528
Myszków,?l?skie,Poland,50.5833,19.3167
Gurnee,Illinois,United States,42.3708,-87.9392
Anilao,Iloilo,Philippines,10.9785,122.7531
West Warwick,Rhode Island,United States,41.6986,-71.5157
Laranjeiras do Sul,Paraná,Brazil,-25.4078,-52.4158
Qahder?j?n,E?fah?n,Iran,32.5767,51.455
Jonuta,Tabasco,Mexico,18.0333,-92.1333
Minas Novas,Minas Gerais,Brazil,-17.2189,-42.59
Opelika,Alabama,United States,32.6612,-85.3769
Novoyavorovskoye,Lvivska Oblast,Ukraine,49.9311,23.5731
Alegre,Espírito Santo,Brazil,-20.7639,-41.5328
Rasr?,Uttar Pradesh,India,25.85,83.85
Keles,Toshkent,Uzbekistan,41.4033,69.2067
Estrêla,Rio Grande do Sul,Brazil,-29.5019,-51.9658
Hajdúböszörmény,Hajdú-Bihar,Hungary,47.6667,21.5167
Hopkinsville,Kentucky,United States,36.8381,-87.4775
Jarinu,São Paulo,Brazil,-23.1014,-46.7283
Tekeli,,Kazakhstan,44.83,78.8239
Guaíra,Paraná,Brazil,-24.08,-54.2558
Colgong,Bih?r,India,25.2633,87.2326
San Ramón,Matagalpa,Nicaragua,12.9236,-85.8389
Southlake,Texas,United States,32.9545,-97.1503
Duanzhuang,Shanxi,China,36.5796,111.7577
Synelnykove,Dnipropetrovska Oblast,Ukraine,48.3178,35.5119
Novo Cruzeiro,Minas Gerais,Brazil,-17.4678,-41.875
Xinzhaidian,Hebei,China,37.8136,114.7144
Treviglio,Lombardy,Italy,45.5214,9.5928
Catolé do Rocha,Paraíba,Brazil,-6.3439,-37.7469
Amagá,Antioquia,Colombia,6.05,-75.7
Orangeville,Ontario,Canada,43.9167,-80.1167
Nanwucun,Hebei,China,37.3885,115.5529
Toribío,Cauca,Colombia,2.9581,-76.2714
Emmen,Luzern,Switzerland,47.0833,8.3
Olopa,Chiquimula,Guatemala,14.6833,-89.35
Princeton,New Jersey,United States,40.3562,-74.6693
Bowling Green,Ohio,United States,41.3776,-83.6495
Fort Erie,Ontario,Canada,42.9167,-79.0167
S?gw?ra,R?jasth?n,India,23.6681,74.0244
Madruga,Mayabeque,Cuba,22.9164,-81.8572
Pápa,Veszprém,Hungary,47.3237,17.468
Anse-à-Foleur,Nord-Ouest,Haiti,19.9,-72.6167
Juquitiba,São Paulo,Brazil,-23.9319,-47.0686
Ciudad Melchor de Mencos,Petén,Guatemala,17.0667,-89.15
Andernach,Rhineland-Palatinate,Germany,50.4397,7.4017
Rio Branco do Sul,Paraná,Brazil,-25.19,-49.3139
Milford Mill,Maryland,United States,39.3444,-76.7668
F?rs?n,Chah?r Ma??l va Bakht??r?,Iran,32.2553,50.5711
Tirwa,Uttar Pradesh,India,26.9633,79.7922
Gobernador Virasora,Corrientes,Argentina,-28.05,-56.0333
Yanai,Yamaguchi,Japan,33.9667,132.1167
Yunoshima,Gifu,Japan,35.8059,137.2441
To‘raqo‘rg‘on,Namangan,Uzbekistan,41,71.5158
Taunusstein,Hesse,Germany,50.1333,8.15
Phú M?,Bà R?a-V?ng Tàu,Vietnam,10.5906,107.0481
North Andover,Massachusetts,United States,42.6713,-71.0865
Bielawa,Dolno?l?skie,Poland,50.7,16.6167
Banamba,Koulikoro,Mali,13.55,-7.45
Aungban,Shan State,Myanmar,20.6667,96.6333
Thung Song,Nakhon Si Thammarat,Thailand,8.1669,99.6745
Torrijos,Marinduque,Philippines,13.3167,122.0833
Osterholz-Scharmbeck,Lower Saxony,Germany,53.2167,8.8
Villa Donato Guerra,México,Mexico,19.3083,-100.1422
Canyon Lake,Texas,United States,29.8761,-98.2611
Holbæk,Sjælland,Denmark,55.7156,11.7225
Kuttuparamba,Kerala,India,11.83,75.58
Décines-Charpieu,Auvergne-Rhône-Alpes,France,45.7694,4.9594
Suzak,Jalal-Abad,Kyrgyzstan,40.8981,72.9047
Victoria,Entre Ríos,Argentina,-32.6167,-60.1667
Anjad,Madhya Pradesh,India,22.0417,75.0552
Thu?n Ti?n,V?nh Long,Vietnam,10.0894,105.8281
San Andrés del Rabanedo,Castille-Leon,Spain,42.6167,-5.6
North Chicago,Illinois,United States,42.3172,-87.8595
Wuyuan,Inner Mongolia,China,41.0896,108.2722
Mont-de-Marsan,Nouvelle-Aquitaine,France,43.89,-0.5
Rapallo,Liguria,Italy,44.35,9.2333
Chim?kurti,Andhra Pradesh,India,15.5819,79.868
Middle River,Maryland,United States,39.3436,-76.4253
Founougo,Alibori,Benin,11.4808,2.5322
Sokuluk,Chüy,Kyrgyzstan,42.86,74.3
Drexel Heights,Arizona,United States,32.1453,-111.048
Motomiya,Fukushima,Japan,37.5132,140.3938
Uzynaghash,,Kazakhstan,43.2297,76.31
Alcázar de San Juan,Castille-La Mancha,Spain,39.4056,-3.2056
Sardr?d,?z?arb?yj?n-e Sharq?,Iran,38.0286,46.1475
North Tonawanda,New York,United States,43.0457,-78.8659
Puerto de la Cruz,Canary Islands,Spain,28.4167,-16.55
Pokhr?m,Bih?r,India,25.9358,86.1974
Rehli,Madhya Pradesh,India,23.63,79.08
Kirov,Kaluzhskaya Oblast’,Russia,54.0833,34.3167
Draveil,Île-de-France,France,48.6852,2.408
Blagodarnyy,Stavropol’skiy Kray,Russia,45.1,43.45
Metu,Orom?ya,Ethiopia,8.3,35.5833
Gorna Oryahovitsa,Veliko Tarnovo,Bulgaria,43.1333,25.7
Sh?hpura,R?jasth?n,India,25.63,74.93
Kailahun,Eastern,Sierra Leone,8.2772,-10.5739
G’ijduvon Shahri,Buxoro,Uzbekistan,40.1,64.6667
Rio Preto da Eva,Amazonas,Brazil,-2.6989,-59.7
Asprópyrgos,Attikí,Greece,38.0667,23.5833
Nany?,Yamagata,Japan,38.0551,140.1476
Hellín,Castille-La Mancha,Spain,38.5167,-1.6833
Calafell,Catalonia,Spain,41.2004,1.5693
Ferry Pass,Florida,United States,30.5205,-87.1899
Ob,Novosibirskaya Oblast’,Russia,54.9917,82.7125
Gaggenau,Baden-Württemberg,Germany,48.8039,8.3194
Ar Ru?aybah,R?f Dimashq,Syria,33.7436,36.7012
Askøy,Vestland,Norway,60.4667,5.15
Quillabamba,Cusco,Peru,-12.8681,-72.6931
Bad Hersfeld,Hesse,Germany,50.8683,9.7075
Xinpo,Hainan,China,19.7738,110.3658
Jima Abajo,Cibao Sur,Dominican Republic,19.13,-70.38
Lalla Mimouna,Rabat-Salé-Kénitra,Morocco,34.85,-6.0669
El Fanar,Mont-Liban,Lebanon,33.8667,35.5667
Mukumbura,Mashonaland Central,Zimbabwe,-16.2,31.6833
Newington,Connecticut,United States,41.687,-72.7308
Pantao-Ragat,Lanao del Norte,Philippines,8.05,124.15
Fete?ti,Ialomi?a,Romania,44.415,27.8236
Afonso Cláudio,Espírito Santo,Brazil,-20.0739,-41.1239
Ono,Fukui,Japan,35.9797,136.4875
Motema,Eastern,Sierra Leone,8.6167,-11.1667
Walsrode,Lower Saxony,Germany,52.8667,9.5833
Tchindjendje,Huambo,Angola,-12.8167,14.9333
Santa Maria,Ilocos Sur,Philippines,17.3719,120.4814
Be?iri,Batman,Turkey,37.921,41.292
Slavgorod,Altayskiy Kray,Russia,52.9833,78.6667
Maguing,Lanao del Sur,Philippines,7.9,124.4
Kórinthos,Pelopónnisos,Greece,37.9386,22.9272
Tskhinvali,Shida Kartli,Georgia,42.2257,43.9701
Itaporanga d’Ajuda,Sergipe,Brazil,-10.9978,-37.3108
Bandar-e Lengeh,Hormozg?n,Iran,26.5581,54.8806
Ash Shin?n,??’il,Saudi Arabia,27.1782,42.443
Aarschot,Flanders,Belgium,50.9842,4.8333
Ypacaraí,Central,Paraguay,-25.3833,-57.2667
Kalpatta,Kerala,India,11.6088,76.0814
Ust’-Dzheguta,Karachayevo-Cherkesiya,Russia,44.0872,41.9733
Friedberg,Bavaria,Germany,48.35,10.9833
Sali,Thiès,Senegal,14.4383,-17.0125
B?l? K?h,Balkh,Afghanistan,36.5753,66.8203
Horki,Mahilyowskaya Voblasts’,Belarus,54.2667,30.9833
Balungao,Pangasinan,Philippines,15.9,120.7
Hirakawach?,Aomori,Japan,40.5841,140.5665
Mahugaon,Madhya Pradesh,India,22.5748,75.7445
Togitsu,Nagasaki,Japan,32.8289,129.8486
Candijay,Bohol,Philippines,9.818,124.496
Iguape,São Paulo,Brazil,-24.7081,-47.5553
Dalin,Chiayi,Taiwan,23.5989,120.47
Huanta,Ayacucho,Peru,-12.9397,-74.2475
Télimélé,Kindia,Guinea,10.905,-13.043
Granger,Indiana,United States,41.7374,-86.1348
Adilcevaz,Bitlis,Turkey,38.8058,42.7469
Morristown,Tennessee,United States,36.2043,-83.3001
Weatherford,Texas,United States,32.7536,-97.7723
Tsuru,Yamanashi,Japan,35.5515,138.9054
Pop,Namangan,Uzbekistan,40.8736,71.1089
Koratgi,Karn?taka,India,15.6081,76.6597
Dumalag,Capiz,Philippines,11.3039,122.6214
Carlos Barbosa,Rio Grande do Sul,Brazil,-29.2978,-51.5039
Kafr Nubl,Idlib,Syria,35.6139,36.5611
My?k?,Niigata,Japan,37.0252,138.2535
K?lappatti,Tamil N?du,India,11.0794,77.0371
Madhepur,Bih?r,India,26.1775,86.3783
Ab? ?uwayr,Ash Sharq?yah,Egypt,30.5633,32.1155
Villa Comaltitlán,Chiapas,Mexico,15.1667,-92.6167
Pittsford,New York,United States,43.0733,-77.5268
Rotterdam,New York,United States,42.8133,-74.0129
Al Madad,A? ??li‘,Yemen,13.7167,44.7333
Candelaria,Zambales,Philippines,15.6333,119.9333
Graneros,Libertador General Bernardo O’Higgins,Chile,-34.0647,-70.7264
Bretten,Baden-Württemberg,Germany,49.0364,8.7061
Balete,Aklan,Philippines,11.5553,122.3792
Shetang,Gansu,China,34.5568,105.9722
Daheba,Guizhou,China,28.0259,106.4134
Iguig,Cagayan,Philippines,17.7517,121.7364
Northport,Alabama,United States,33.2586,-87.5993
Galdácano,Basque Country,Spain,43.2306,-2.8458
Chimichagua,Cesar,Colombia,9.25,-73.8167
Salay,Misamis Oriental,Philippines,8.8667,124.8
Garaim?ri,Bih?r,India,24.0217,88.6263
Anse à Pitre,Sud-Est,Haiti,18.05,-71.75
Souk et Tnine Jorf el Mellah,Rabat-Salé-Kénitra,Morocco,34.4833,-5.5169
Kondopoga,Kareliya,Russia,62.2,34.2833
Talw?ra,Punjab,India,31.9376,75.8866
J?mt?ra,Jh?rkhand,India,23.95,86.8
Lawrenceville,Georgia,United States,33.9523,-83.9932
Mann?rgudi,Tamil N?du,India,11.2761,79.552
Galesburg,Illinois,United States,40.9506,-90.3763
P?nakkudi,Tamil N?du,India,8.3492,77.5672
Xunjiansi,Yunnan,China,23.962,103.1925
M?gadi,Karn?taka,India,12.97,77.23
Las Nieves,Agusan del Norte,Philippines,8.7351,125.601
Wallkill,New York,United States,41.4854,-74.3939
Kibiti,Coast,Tanzania,-7.7296,38.95
Gukeng,Yunlin,Taiwan,23.65,120.5667
Cihuatlán,Jalisco,Mexico,19.25,-104.5667
Dauin,Negros Oriental,Philippines,9.2,123.2667
Kuah,Kedah,Malaysia,6.3167,99.85
Valdepeñas,Castille-La Mancha,Spain,38.7667,-3.4
G?dal?r,Tamil N?du,India,11.1455,76.9366
